문제 번호,영문 문제 내용,한국어 문제 내용,문제의 답,문제의 해설
11,"A project team consisting of four team members will be rolling out a company-wide application to both staff and contractors in a country. To deliver within strict the time lines, a local company skilled in application deployment and change management will need to be contracted. What should the project manager do to empower the local company? A. Manage expectations and agree on the requirements that the contractor will deliver under the supervision of the project manager B. Begin to roll out the application by micromanaging the contractor C. Set expectations and agree on the requirements that the contractor will deliver with periodic progress reports D. Deploy the contractor's staff under the supervision of the project manager","프로젝트 팀은 4명의 팀원으로 구성되어 있으며, 해당 국가의 직원과 계약자 모두에게 회사 전체 애플리케이션을 배포할 예정입니다. 엄격한 기한 내에 제공하려면 애플리케이션 배포 및 변경 관리에 숙련된 현지 회사와 계약해야 합니다. 프로젝트 관리자는 현지 회사에 권한을 부여하기 위해 무엇을 해야 합니까? A. 프로젝트 관리자의 감독 하에 계약자가 제공할 요구사항에 대해 기대치를 관리하고 합의합니다. B. 계약자를 세부적으로 관리하여 애플리케이션 배포를 시작합니다. C. 계약자가 정기적인 진행 보고서와 함께 제공할 요구사항에 대해 기대치를 설정하고 합의합니다. D. 프로젝트 관리자의 감독 하에 계약자의 직원을 배치합니다.",A,"계약자에게 권한을 부여한다는 것은 계약자가 업무를 수행하는 데 필요한 권한과 자율성을 제공하는 것을 의미합니다. A는 프로젝트 관리자의 감독 하에 명확한 기대치와 요구사항을 설정하여 계약자가 책임감을 가지고 업무를 수행하도록 하는 최적의 방법입니다.  B의 세부 관리는 오히려 계약자의 자율성을 저해하고, C의 정기적인 진행 보고서는 필요하지만 권한 부여의 핵심은 아닙니다. D는 계약자의 직원 배치를 언급하는데, 이는 계약의 범위를 벗어나거나 계약자의 자율성을 침해할 수 있습니다.  따라서 PMBOK의 조달 관리 지식 영역에 따라 A가 가장 적합한 답변입니다."
12,"A project manager is managing a construction project that is facing challenges. There is schedule overrun, cost overrun, and the client is unhappy with the specic scope progress. What should the project manager do rst? A. Review the scope and project objectives. B. Enforce the penalty clause on the supplier. C. Take action to reduce the cost overrun. D. Work with the client on the scope completion.","프로젝트 매니저는 일정 지연, 비용 초과, 그리고 특정 범위 진행 상황에 불만족하는 고객과 같은 어려움에 직면한 건설 프로젝트를 관리하고 있습니다. 프로젝트 매니저가 가장 먼저 해야 할 일은 무엇입니까? A. 범위 및 프로젝트 목표를 검토합니다. B. 공급업체에 위약금 조항을 적용합니다. C. 비용 초과를 줄이기 위한 조치를 취합니다. D. 고객과 범위 완료에 대해 협력합니다.",A,"PMBOK 원칙에 따라 문제 발생 시 가장 먼저 해야 할 일은 문제의 근본 원인을 파악하는 것입니다. 일정 지연, 비용 초과, 고객 불만족은 모두 범위 또는 프로젝트 목표의 변경, 불명확성 또는 오해에서 기인할 수 있습니다. 따라서 범위 및 프로젝트 목표를 검토하는 것이 첫 번째 단계입니다. 이를 통해 문제의 근본 원인을 파악하고 적절한 해결책을 개발할 수 있습니다. 다른 옵션들은 범위 및 목표 검토 후에 고려되어야 할 후속 조치입니다."
13,"In a geographically distributed project team, the project team members continue to email status reports and update schedules after their weekly meeting discussions. However, the team is having diculty tracking the changes and progress made. What should the project manager do? A. Facilitate training on version control and project artifacts. B. Maintain separate document control via regions to avoid discrepancies. C. Maintain a central repository of artifacts with a version control system. D. Develop a document management software for version control.","프로젝트 팀원들이 지리적으로 분산되어 있는 프로젝트에서, 팀원들은 주간 회의 후에도 이메일로 상태 보고서를 보내고 일정을 업데이트하고 있습니다. 그러나 팀은 변경 사항 및 진행 상황을 추적하는 데 어려움을 겪고 있습니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 버전 관리 및 프로젝트 산출물에 대한 교육을 실시한다. B. 불일치를 피하기 위해 지역별로 별도의 문서 관리를 유지한다. C. 버전 관리 시스템을 사용하여 중앙 저장소에 산출물을 보관한다. D. 버전 관리를 위한 문서 관리 소프트웨어를 개발한다.",C,"분산된 팀에서 효과적인 협업과 변경 관리를 위해서는 중앙 집중식 버전 관리 시스템이 필수적입니다. C는 PMBOK에서 권장하는 모범 사례로, 모든 팀원이 최신 버전의 프로젝트 산출물에 접근하고 변경 사항을 추적할 수 있도록 합니다. A는 버전 관리 시스템 사용에 대한 교육을 통해 문제 해결에 도움이 될 수 있지만, 시스템 자체가 없다면 근본적인 문제는 해결되지 않습니다. B는 지역별로 문서를 분리하면 오히려 혼란과 불일치를 야기할 수 있으므로 권장되지 않습니다. D는 자체 소프트웨어 개발은 시간과 비용이 많이 들고, 이미 존재하는 효율적인 솔루션을 사용하는 것보다 위험이 큽니다. 따라서, 중앙 저장소와 버전 관리 시스템 구축이 가장 효과적인 해결책입니다."
14,A project manager has been assigned to a project where collaboration with the business is a critical key factor. The project manager is not sure about which approach to use. A senior project manager has been assigned to help the project manager. What advice should the senior project manager provide? A. Work with the project manager to develop a new approach that will bring benets to the project B. Suggest using an agile approach since customer and team collaboration is critical for project success C. Establish a project management methodology that requires the customer to provide daily updates to the team D. Provide a project management template for the project manager to follow as a guide,프로젝트 매니저는 비즈니스 협업이 중요한 성공 요소인 프로젝트에 배정되었습니다. 프로젝트 매니저는 어떤 접근 방식을 사용해야 할지 확신하지 못하고 있습니다. 선임 프로젝트 매니저가 이 프로젝트 매니저를 돕도록 배정되었습니다. 선임 프로젝트 매니저는 어떤 조언을 해야 할까요? A. 프로젝트에 도움이 될 새로운 접근 방식을 개발하기 위해 프로젝트 매니저와 협력하십시오. B. 고객 및 팀 협업이 프로젝트 성공에 중요하므로 애자일 접근 방식을 사용하는 것이 좋습니다. C. 고객이 팀에 매일 업데이트를 제공해야 하는 프로젝트 관리 방법론을 수립하십시오. D. 프로젝트 매니저가 지침으로 따를 수 있는 프로젝트 관리 템플릿을 제공하십시오.,B,"PMBOK에서는 상황에 맞는 최적의 접근법을 선택하는 것을 강조합니다. 선임 PM은 기존 템플릿이나 특정 방법론(애자일 포함)을 강요하는 대신, 해당 프로젝트의 특수성을 고려하여 프로젝트 매니저와 협력하여 새로운 접근법을 개발하는 것이 가장 효과적입니다.  이를 통해 프로젝트의 특정 요구사항과 비즈니스 협업의 중요성을 모두 충족하는 맞춤형 전략을 만들 수 있습니다.  B는 애자일이 항상 최선이라는 가정이며, C는 고객에게 부담을 주는 일방적인 요구이고, D는 상황 고려 없이 획일적인 템플릿 적용을 제시하므로 적절하지 않습니다."
15,A project manager is managing a large project. A stakeholder has just discovered a new risk that has not been identied in earlier stages. What should the project manager do? A. Conrm to the stakeholder that the risk register has been completed and validated by all stakeholders B. Perform a risk analysis directly with the stakeholder who raised the risk and update the risk register C. Communicate the risk to the steering committee and request a mitigation plan from senior management D. Add the risk to the risk register and reevaluate the register with help from the project team and stakeholders,프로젝트 관리자가 대규모 프로젝트를 관리하고 있습니다. 한 이해관계자가 이전 단계에서는 식별되지 않았던 새로운 위험을 발견했습니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 위험 등록부가 모든 이해관계자에 의해 완료되고 검증되었음을 이해관계자에게 확인합니다. B. 위험을 제기한 이해관계자와 직접 위험 분석을 수행하고 위험 등록부를 업데이트합니다. C. 운영 위원회에 위험을 전달하고 경영진에게 위험 완화 계획을 요청합니다. D. 위험을 위험 등록부에 추가하고 프로젝트 팀 및 이해관계자의 도움을 받아 등록부를 재평가합니다.,D,"새로운 위험이 발견되었을 때는 위험 관리 절차를 따라야 합니다.  PMBOK에 따라 위험 식별, 분석, 대응 계획 수립, 그리고 모니터링 및 통제가 이루어져야 합니다.  새로운 위험은 위험 등록부에 추가(식별)하고 프로젝트 팀 및 이해관계자와 함께 위험 분석(정성적 및 정량적 분석)을 수행하여  대응 전략을 수립해야 합니다. 따라서 D가 가장 적절한 답변입니다.  A는 현실을 부정하는 것이고, B는 이해관계자 한 명과의 분석만으로는 충분하지 않으며, C는 경영진에게 책임을 전가하는 것으로 적절하지 않습니다."
16,A Scrum team is analyzing the burndown chart on day four of a 15-day sprint. The burndown chart is shown below. What should the team do next? A. Ask the product owner if some low-priority stories could be cut from the sprint B. Continue with the sprint as the progress shows buffers for potential interruptions C. Ask the project team to select any additional stories as they have additional capacity than planned D. Continue with the sprint work as planned and keep monitoring,프로젝트 팀은 15일 스프린트의 4일차에 번다운 차트를 분석하고 있습니다. 번다운 차트는 아래와 같습니다. (차트는 생략됨 - 질문에서 차트 정보가 없으므로 번역에서도 생략) 팀은 다음에 무엇을 해야 합니까? A. 제품 책임자에게 우선 순위가 낮은 스토리를 스프린트에서 제외할 수 있는지 문의한다. B. 진행 상황이 잠재적인 중단에 대한 버퍼를 보여주므로 스프린트를 계속 진행한다. C. 계획보다 추가 용량이 있으므로 프로젝트 팀에게 추가 스토리를 선택하도록 요청한다. D. 계획대로 스프린트 작업을 계속하고 모니터링한다.,A,"번다운 차트가 생략되었지만, 질문에서 4일차에 이미 분석 중이라는 점을 고려하면 번다운 차트가 예상보다 아래에 있는 상황, 즉 스프린트 목표 달성이 어려울 가능성이 높은 상황을 가정해야 합니다. 이 경우 PMBOK의 스크럼 원칙에 따라 제품 책임자와 협의하여 스프린트 범위를 조정하는 것이 최우선입니다. 따라서 우선순위가 낮은 스토리를 제외하여 스프린트 목표 달성 가능성을 높이는 A가 가장 적절한 답변입니다.  C처럼 추가 스토리를 추가하는 것은 스프린트 목표 달성이 어려운 상황에서 오히려 위험을 증가시키는 행위입니다. D처럼 단순히 모니터링만 하는 것은 적극적인 문제 해결 방안이 아니며, B처럼 버퍼를 고려하는 것은 예상보다 진행이 느린 상황에서는 적절하지 않습니다."
17,"A project manager is closing a project and preparing to hand it over to the operations team. During handover, a delayed invoice was submitted with a higher-than- planned cost against the project work. Consequently, project handover was delayed and the project's reported completion costs were increased. What should the project manager have done to avoid this situation? A. Notied all vendors about the invoicing and nonpayment deadlines B. Reviewed the total committed cost against the cost invoiced at project closing C. Involved the nance team and discussed the issue with the vendor D. Captured and reviewed all of the project work and related costs regularly","프로젝트 관리자가 프로젝트를 종료하고 운영팀에 인계하려고 준비 중입니다. 인계하는 동안, 예정보다 늦게 청구서가 제출되었고, 프로젝트 작업에 대한 비용이 계획보다 높았습니다. 결과적으로 프로젝트 인계가 지연되었고, 보고된 프로젝트 완료 비용이 증가했습니다. 프로젝트 관리자는 이러한 상황을 방지하기 위해 무엇을 했어야 했습니까? A. 모든 벤더에게 청구 및 미지급 마감일을 통지해야 했습니다. B. 프로젝트 종료 시 총 확정 비용과 청구된 비용을 검토해야 했습니다. C. 재무팀을 참여시키고 벤더와 문제를 논의해야 했습니다. D. 모든 프로젝트 작업 및 관련 비용을 정기적으로 파악하고 검토해야 했습니다.",D,"정기적인 비용 모니터링 및 관리가 핵심입니다. PMBOK에서 통제 비용 프로세스는 프로젝트 예산을 기준선과 비교하여 비용 성과를 측정하고 관리하는 프로세스입니다.  만약 프로젝트 관리자가 프로젝트 작업 및 관련 비용을 정기적으로 검토했다면, 예상치 못한 비용 증가나 늦은 청구서 제출을 조기에 발견하고 적절한 조치를 취할 수 있었을 것입니다.  이를 통해 최종 단계에서의 예산 초과 및 인계 지연을 예방할 수 있었을 것입니다."
18,"A project manager is assigned to a critical software development project. The team is using a hybrid approach and has divided development into four sprints. At the end of sprint three, the project manager discovers that the earned value (EV) is US$500,000 and the planned value (PV) is US$550,000. What should the project manager do? A. Fast track the project B. Adjust the budget C. Introduce a oat D. Adjust the project time line","프로젝트 관리자가 중요한 소프트웨어 개발 프로젝트에 배정되었습니다. 팀은 하이브리드 접근 방식을 사용하고 있으며 개발을 4개의 스프린트로 나누었습니다. 세 번째 스프린트가 끝날 때 프로젝트 관리자는 획득 가치(EV)가 미화 500,000달러이고 계획 가치(PV)가 미화 550,000달러임을 발견했습니다. 프로젝트 관리자는 어떻게 해야 합니까? A. 프로젝트 속성 추진 B. 예산 조정 C. 플로트 도입 D. 프로젝트 일정 조정",D,"EV가 PV보다 낮으므로 프로젝트는 일정보다 뒤쳐져 있습니다. 이 상황에서 가장 적절한 조치는 프로젝트 속성 추진(Fast Tracking)입니다. 속성 추진은 원래 순차적으로 진행될 활동들을 병렬로 수행하여 일정을 단축하는 기법입니다. 예산 조정은 현재 상황에 대한 대응책이 아니며, 플로트 도입은 이미 플로트가 없는 중요 경로 활동에 적용할 수 없습니다. 프로젝트 일정 조정은 근본 원인을 해결하지 않고 단순히 문제를 뒤로 미루는 것일 뿐입니다. 따라서 PMBOK의 관점에서 볼 때, 일정 지연을 만회하기 위한 최선의 방법은 속성 추진입니다."
19,A project manager is working with a co-located agile project team that has worked together long enough to be in the performing phase of team development. An unforeseen event has caused the team to be dispersed and they are now unable to co-locate. What should the project manager do to keep the team performing as effectively as possible? A. Ask the project sponsor and executive stakeholders to encourage the team to maintain their performance B. Provide the team with virtual collaboration software and training on the software to minimize disruption C. Transition the team from an agile approach to a predictive approach for better performance control D. Evaluate project performance and step in if performance decreases to an unacceptable level,프로젝트 매니저는 오랫동안 함께 일하여 팀 개발의 수행 단계에 있는 공동 작업 애자일 프로젝트 팀과 협력하고 있습니다. 예상치 못한 사건으로 인해 팀이 분산되어 더 이상 공동 작업을 할 수 없게 되었습니다. 프로젝트 매니저는 팀의 효율적인 수행을 유지하기 위해 무엇을 해야 합니까? A. 프로젝트 스폰서와 임원 이해관계자에게 팀의 성과 유지를 독려하도록 요청합니다. B. 팀에 가상 협업 소프트웨어와 소프트웨어 교육을 제공하여 업무 중단을 최소화합니다. C. 더 나은 성과 관리를 위해 팀을 애자일 방식에서 예측 방식으로 전환합니다. D. 프로젝트 성과를 평가하고 성과가 허용할 수 없는 수준으로 떨어지면 개입합니다.,B,"팀이 분산됨에 따라 효율적인 협업을 위한 환경 조성이 가장 중요합니다. 가상 협업 소프트웨어와 교육 제공은 팀원 간의 소통과 협업을 원활하게 유지하여 팀 성과를 유지하는 데 직접적인 도움을 줍니다.  이는 PMBOK에서 강조하는 팀 성과 관리의 핵심 요소 중 하나인 ""의사소통 기술""과 관련이 있습니다.  A는 팀 성과에 간접적인 영향을 줄 수 있지만, B처럼 직접적인 해결책은 아닙니다. C는 상황에 맞지 않는 접근 방식이며, D는 사후 대응적 조치로 예방적 조치인 B보다 효과적이지 않습니다."
20,A project manager is reviewing the requirements of a large program. Which requirements should the project team prioritize to avoid getting nes? A. Certifying sustainable products B. Establishing company processes C. Complying with new regulations D. Developing new product lines,프로젝트 관리자는 대규모 프로그램의 요구사항들을 검토하고 있습니다. 벌금을 피하기 위해 프로젝트 팀이 우선순위를 두어야 할 요구사항은 무엇입니까? A. 지속 가능한 제품 인증 B. 회사 프로세스 수립 C. 새로운 규정 준수 D. 새로운 제품 라인 개발,C,"규정 준수는 법적 및 규제적 요구사항을 충족하는 것을 의미합니다. 새로운 규정을 준수하지 않으면 벌금이나 기타 법적 처벌로 이어질 수 있습니다. 다른 옵션들은 중요할 수 있지만, 벌금을 피하기 위한 최우선 순위는 새로운 규정을 준수하는 것입니다. 이는 PMP 시험에서 리스크 관리 영역과 관련이 있으며, 규정 미준수는 프로젝트에 심각한 위협이 될 수 있습니다."
21,"During the lessons learned workshop, one stakeholder mentioned that the project was unsuccessful as it did not deliver the expected business value. What should the project manager do to address this concern? A. Review the project management plan tasks with the stakeholders. B. Review the business benets realization plan with the stakeholders. C. Review the project management plan budget with the stakeholders. D. Review the communications management plan with the stakeholders.",프로젝트 종료 회고 회의에서 한 이해관계자가 프로젝트가 기대했던 비즈니스 가치를 제공하지 못하여 실패했다고 언급했습니다. 프로젝트 관리자는 이 문제를 해결하기 위해 무엇을 해야 합니까? A. 이해관계자와 함께 프로젝트 관리 계획의 작업들을 검토한다. B. 이해관계자와 함께 비즈니스 편익 실현 계획을 검토한다. C. 이해관계자와 함께 프로젝트 관리 계획 예산을 검토한다. D. 이해관계자와 함께 의사소통 관리 계획을 검토한다.,B,"비즈니스 가치 실현 여부는 비즈니스 편익 실현 계획에서 정의되고 측정됩니다.  프로젝트가 기대했던 비즈니스 가치를 제공하지 못했다는 이해관계자의 우려를 해결하기 위해서는 프로젝트 관리자는 비즈니스 편익 실현 계획을 이해관계자와 함께 검토하여 계획대로 편익이 실현되었는지, 또는 실현되지 않았다면 그 이유가 무엇인지 분석해야 합니다. 이는 PMBOK에서 프로젝트 종료 프로세스의 일부로 강조되는 내용입니다."
22,"There is a conict on an agile project about following organizational processes, many of which do not add any value to the project. To resolve this, which one of the following should be regarded with the highest priority? A. Needs of the organization B. Needs of the customer C. Needs of the agile lead D. Needs of the project manage","프로젝트 조직의 프로세스 중 다수가 프로젝트에 가치를 더하지 않는 상황에서, 애자일 프로젝트에 갈등이 발생했습니다. 이를 해결하기 위해 다음 중 가장 우선적으로 고려해야 할 사항은 무엇입니까? A. 조직의 요구사항 B. 고객의 요구사항 C. 애자일 리드의 요구사항 D. 프로젝트 관리자의 요구사항",B,"애자일 방법론의 핵심 가치 중 하나는 고객 만족을 위한 가치 제공에 집중하는 것입니다.  PMBOK에서도 이해관계자 관리의 중요성을 강조하지만, 애자일 환경에서는 특히 고객의 요구사항과 피드백을 최우선으로 고려하여 제품 개발의 방향을 결정해야 합니다. 조직의 프로세스가 프로젝트에 가치를 더하지 않는다면, 고객에게 가치를 제공하는 것을 최우선으로 하여 프로세스 개선이나 조정을 고려해야 합니다."
